aliases,apply_link,location,member_level,name,nid,rank,rank_order,record_type,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,scores_overall,scores_overall_rank,scores_research,scores_research_rank,scores_teaching,scores_teaching_rank,stats_female_male_ratio,stats_number_students,stats_pc_intl_students,stats_student_staff_ratio,subjects_offered,url
Stanford University,,United States,11,Stanford University,467,1,10,private,91.5,9,68.0,50,66.0,116,91.1,10,92.7,3,96.0,1,43 : 57,"15,878",23%,7.4,"Archaeology,Art, Performing Arts & Design,Languages, Literature & Linguistics,History, Philosophy & Theology,Architecture",/world-university-rankings/stanford-university
Massachusetts Institute of Technology,,United States,0,Massachusetts Institute of Technology,471,2,20,private,88.5,14,61.6,64,90.6,17,88.9,20,89.9,7,89.5,6,38 : 62,"11,231",34%,8.7,"Languages, Literature & Linguistics,Architecture,History, Philosophy & Theology,Art, Performing Arts & Design,Archaeology",/world-university-rankings/massachusetts-institute-technology
University of Oxford,,United Kingdom,0,University of Oxford,468,3,30,master_account,76.7,62,37.6,251,75.4,69,87.6,30,95.2,2,90.3,5,46 : 54,"20,298",40%,11.0,"Languages, Literature & Linguistics,Art, Performing Arts & Design,History, Philosophy & Theology",/world-university-rankings/university-oxford
University of Cambridge,,United Kingdom,0,University of Cambridge,470,4,40,master_account,68.1,137,54.8,83,75.2,70,87.3,40,95.7,1,91.1,4,46 : 54,"18,749",37%,10.9,"Languages, Literature & Linguistics,History, Philosophy & Theology,Archaeology,Architecture,Art, Performing Arts & Design",/world-university-rankings/university-cambridge
Harvard University,,United States,0,Harvard University,466,5,50,private,78.4,52,36.1,318,65.1,124,85.7,50,92.5,4,89.2,7,48 : 52,"20,595",26%,9.1,"Art, Performing Arts & Design,Archaeology,Architecture,Languages, Literature & Linguistics,History, Philosophy & Theology",/world-university-rankings/harvard-university
UCL ucl UCL,,United Kingdom,0,UCL,481,6,60,master_account,79.2,46,40.2,190,92.2,15,84.7,60,90.4,5,82.5,11,57 : 43,"31,696",51%,10.6,"Archaeology,History, Philosophy & Theology,Languages, Literature & Linguistics,Art, Performing Arts & Design,Architecture",/world-university-rankings/ucl
Yale University,,United States,0,Yale University,475,7,70,private,76.1,67,36.8,283,53.4,210,84.4,70,88.9,9,92.7,3,50 : 50,"12,318",20%,5.2,"Languages, Literature & Linguistics,Art, Performing Arts & Design,History, Philosophy & Theology,Architecture,Archaeology",/world-university-rankings/yale-university
University of Chicago,,United States,11,University of Chicago,473,8,80,private,65.3,171,35.3,421,51.7,224,83.3,80,90.0,6,93.4,2,44 : 56,"13,562",25%,6.1,"History, Philosophy & Theology,Languages, Literature & Linguistics,Archaeology,Art, Performing Arts & Design",/world-university-rankings/university-chicago
"University of California, Berkeley",,United States,0,"University of California, Berkeley",474,9,90,public,78.7,50,60.4,67,49.6,234,82.7,90,88.9,8,86.3,10,51 : 49,"36,468",17%,13.2,"Archaeology,Art, Performing Arts & Design,Architecture,History, Philosophy & Theology,Languages, Literature & Linguistics",/world-university-rankings/university-california-berkeley
Princeton University,,United States,0,Princeton University,469,10,100,private,62.0,204,45.8,136,57.0,182,81.0,100,88.3,10,88.5,8,45 : 55,"7,996",24%,8.2,"Languages, Literature & Linguistics,History, Philosophy & Theology,Archaeology,Art, Performing Arts & Design,Architecture",/world-university-rankings/princeton-university
